filename,time_range,Social Media Logo,Social Media Logo Type,Social Media Screenshot,Social Media Screenshot Type
/FOXNEWSW_20240201_040000_Fox_News_at_Night-002791.jpg,002791,Yes,Pinterest,No,N/A
/FOXNEWSW_20240201_040000_Fox_News_at_Night-002815-002817.jpg,002815-002817,Yes,"Twitter (X), Instagram",No,N/A
/FOXNEWSW_20240201_040000_Fox_News_at_Night-002818.jpg,002818,Yes,"Twitter (X), Instagram",No,N/A
/FOXNEWSW_20240201_040000_Fox_News_at_Night-002819-002821.jpg,002819-002821,Yes,"Twitter (X), Instagram",No,N/A
/FOXNEWSW_20240201_040000_Fox_News_at_Night-002822.jpg,002822,Yes,"Twitter (X), Instagram",No,N/A
/FOXNEWSW_20240201_040000_Fox_News_at_Night-002823.jpg,002823,Yes,"Twitter (X), Instagram",No,N/A
/FOXNEWSW_20240201_040000_Fox_News_at_Night-002824.jpg,002824,Yes,"Twitter (X), Instagram",No,N/A
/FOXNEWSW_20240201_040000_Fox_News_at_Night-002825-002840.jpg,002825-002840,Yes,"Twitter (X), Instagram",No,N/A
/FOXNEWSW_20240201_040000_Fox_News_at_Night-002841.jpg,002841,Yes,"Twitter (X), Instagram",No,N/A
/FOXNEWSW_20240201_040000_Fox_News_at_Night-002842.jpg,002842,Yes,"Twitter (X), Instagram",No,N/A
/FOXNEWSW_20240201_040000_Fox_News_at_Night-002843-002845.jpg,002843-002845,Yes,"Twitter (X), Instagram",No,N/A
/FOXNEWSW_20240201_040000_Fox_News_at_Night-003151-003164.jpg,003151-003164,Yes,Twitter (X),No,N/A
/FOXNEWSW_20240201_040000_Fox_News_at_Night-003302-003329.jpg,003302-003329,Yes,"Twitter (X), Instagram",Yes,"Instagram, Twitter (X)"
/FOXNEWSW_20240201_050000_The_Five-000992-001000.jpg,000992-001000,Yes,Truth Social,Yes,Truth Social
/FOXNEWSW_20240201_050000_The_Five-003623.jpg,003623,No,N/A,Yes,Facebook
/FOXNEWSW_20240201_060000_Jesse_Watters_Primetime-000547-000562.jpg,000547-000562,Yes,Facebook,No,N/A
/FOXNEWSW_20240201_060000_Jesse_Watters_Primetime-000563-000567.jpg,000563-000567,Yes,Facebook,No,N/A
/FOXNEWSW_20240201_060000_Jesse_Watters_Primetime-000568-000586.jpg,000568-000586,Yes,Facebook,No,N/A
/FOXNEWSW_20240201_060000_Jesse_Watters_Primetime-001912.jpg,001912,Yes,Twitter (X),Yes,Twitter (X)
/FOXNEWSW_20240201_060000_Jesse_Watters_Primetime-001913.jpg,001913,Yes,Twitter (X),Yes,Twitter (X)
/FOXNEWSW_20240201_060000_Jesse_Watters_Primetime-001914.jpg,001914,Yes,Twitter (X),Yes,Twitter (X)
/FOXNEWSW_20240201_060000_Jesse_Watters_Primetime-001915-001917.jpg,001915-001917,Yes,Twitter (X),Yes,Twitter (X)
/FOXNEWSW_20240201_060000_Jesse_Watters_Primetime-001918-001922.jpg,001918-001922,Yes,Twitter (X),Yes,Twitter (X)
/FOXNEWSW_20240201_060000_Jesse_Watters_Primetime-001923-001928.jpg,001923-001928,Yes,Twitter (X),Yes,Twitter (X)
/FOXNEWSW_20240201_060000_Jesse_Watters_Primetime-003009.jpg,003009,Yes,"Twitter (X), Instagram, Facebook",No,N/A
/FOXNEWSW_20240201_060000_Jesse_Watters_Primetime-003010-003015.jpg,003010-003015,Yes,"Twitter (X), Instagram, Facebook",No,N/A
